"ID Respecto al contrato y los montos (Factura-Orden de compra-Contrato-Proveedor)","Fecha de Firma Del Contrato","Número O Referencia de Identificación Del Contrato","Objeto Del Contrato","Hipervínculo Al Contrato Firmado","Hipervínculo Al Convenio Modificatorio, en su Caso","Monto Total Del Contrato","Monto Pagado Al Periodo Publicado","Fecha de Inicio de Los Servicios Contratados","Fecha de Término de Los Servicios Contratados","Número de Factura","Hipervínculo a La Factura"
239-1-85-34,2018-01-01,AD041/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD041-18.PDF,,25000.00,25000.00,2018-01-01,2018-06-30,18,https://www.sindicatura.mx/publicidad-abierta/data/facturas/22_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
24-1-171-13,2019-03-15,AD104/19,"Servicio de publicidad en mega pantalla. ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_104-19.PDF,,64000.00,64000.00,2019-03-15,2019-06-30,310,https://www.sindicatura.mx/publicidad-abierta/data/facturas/62-EL_PUEBLO_FAMILIAR_S.A._DE_C.V..PDF
240-1-85-34,2018-01-01,AD041/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD041-18.PDF,,15000.00,15000.00,2018-01-01,2018-06-30,17,https://www.sindicatura.mx/publicidad-abierta/data/facturas/23_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
241-1-85-34,2018-01-01,AD041/18,"Banner con link a la pagina digtal del municipio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD041-18.PDF,,25000.00,25000.00,2018-01-01,2018-06-30,19,https://www.sindicatura.mx/publicidad-abierta/data/facturas/24_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF
242-1-65-36,2018-01-01,AD042/18,"MEGAS PANTALLAS EN DIFERENTES PUNTOS DE LA CIUDAD.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD042-18.PDF,,78000.00,78000.00,2018-01-01,2018-06-30,7B79,https://www.sindicatura.mx/publicidad-abierta/data/facturas/25_JESSICA_ARELY_MEDINA_VALERIO.PDF
243-1-65-36,2018-01-01,AD042/18,"MEGAS PANTALLAS EN DIFERENTES PUNTOS DE LA CIUDAD.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD042-18.PDF,,60000.00,60000.00,2018-01-01,2018-06-30,9674,https://www.sindicatura.mx/publicidad-abierta/data/facturas/26_JESSICA_ARELY_MEDINA_VALERIO.PDF
244-1-65-36,2018-01-01,AD042/18,"MEGAS PANTALLAS EN DIFERENTES PUNTOS DE LA CIUDAD.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD042-18.PDF,,60000.00,60000.00,2018-01-01,2018-06-30,1A9C,https://www.sindicatura.mx/publicidad-abierta/data/facturas/27_JESSICA_ARELY_MEDINA_VALERIO.PDF
245-1-86-20,2018-01-01,AD043/18,"PUBLICIDAD EN WWW.LAPARADADIGITAL.COM.MX",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD043-18.PDF,,41700.00,41700.00,2018-01-01,2018-06-30,125,https://www.sindicatura.mx/publicidad-abierta/data/facturas/28_ALEJANDRA_JUAREZ_PADILLA.PDF
246-1-86-20,2018-01-01,AD043/18,"PUBLICIDAD EN WWW.LAPARADADIGITAL.COM.MX",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD043-18.PDF,,41600.00,41600.00,2018-01-01,2018-06-30,127,https://www.sindicatura.mx/publicidad-abierta/data/facturas/29_ALEJANDRA_JUAREZ_PADILLA.PDF
247-1-86-20,2018-01-01,AD043/18,"PUBLICIDAD EN WWW.LAPARADADIGITAL.COM.MX",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD043-18.PDF,,41700.00,41700.00,2018-01-01,2018-06-30,126,https://www.sindicatura.mx/publicidad-abierta/data/facturas/30_ALEJANDRA_JUAREZ_PADILLA.PDF
248-1-87-19,2018-01-01,AD049/18,"SPOT EN RADIO.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,17220.00,17220.00,2018-01-01,2018-06-30,243,https://www.sindicatura.mx/publicidad-abierta/data/facturas/31_ESTABAN_SALMON.PDF
248-1-87-19,2018-01-01,AD049/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,34080.71,34080.71,2018-01-01,2018-06-30,243,https://www.sindicatura.mx/publicidad-abierta/data/facturas/31_ESTABAN_SALMON.PDF
249-1-87-19,2018-01-01,AD049/18,"SPOT EN RADIO.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,3420.00,3420.00,2018-01-01,2018-06-30,241,https://www.sindicatura.mx/publicidad-abierta/data/facturas/32_ESTEBAN_SALMON.PDF
249-1-87-19,2018-01-01,AD049/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,35520.00,35520.00,2018-01-01,2018-06-30,241,https://www.sindicatura.mx/publicidad-abierta/data/facturas/32_ESTEBAN_SALMON.PDF
25-1-174-26,2019-03-15,AD107/19,"Servicio de proyección de pauta de calidad cinematografica dentro de las salas de cine.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_107-19.PDF,,576000.00,576000.00,2019-03-15,2019-06-30,"B 391",https://www.sindicatura.mx/publicidad-abierta/data/facturas/63-GRUPO_GRG_EFECTIMEDIOS_S.A._DE_C.V..PDF
250-1-87-19,2018-01-01,AD049/18,"SPOT EN RADIO.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,1710.09,1710.09,2018-01-01,2018-06-30,242,https://www.sindicatura.mx/publicidad-abierta/data/facturas/33_ESTEBAN_SALMON.PDF
250-1-87-19,2018-01-01,AD049/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD049-18.PDF,,46990.66,46990.66,2018-01-01,2018-06-30,242,https://www.sindicatura.mx/publicidad-abierta/data/facturas/33_ESTEBAN_SALMON.PDF
251-1-68-42,2018-01-01,AD050/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD050-18.PDF,,47199.87,47199.87,2018-01-01,2018-06-30,204,https://www.sindicatura.mx/publicidad-abierta/data/facturas/34_COMUNICACION_FUTURA.PDF
252-1-68-42,2018-01-01,AD050/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD050-18.PDF,,32000.00,32000.00,2018-01-01,2018-06-30,203,https://www.sindicatura.mx/publicidad-abierta/data/facturas/35_COMUNICACION_FUTURA.PDF
252-1-68-42,2018-01-01,AD050/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD050-18.PDF,,67199.72,67199.72,2018-01-01,2018-06-30,203,https://www.sindicatura.mx/publicidad-abierta/data/facturas/35_COMUNICACION_FUTURA.PDF
253-1-68-42,2018-01-01,AD050/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD050-18.PDF,,52799.78,52799.78,2018-01-01,2018-06-30,202,https://www.sindicatura.mx/publicidad-abierta/data/facturas/36_COMUNICACION_FUTURA.PDF
254-1-88-50,2018-01-01,AD051/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD051-18.PDF,,127700.00,127700.00,2018-01-01,2018-06-30,7480,https://www.sindicatura.mx/publicidad-abierta/data/facturas/37_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF
255-1-88-50,2018-01-01,AD051/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD051-18.PDF,,46000.00,46000.00,2018-01-01,2018-06-30,5495,https://www.sindicatura.mx/publicidad-abierta/data/facturas/38_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF
256-1-89-58,2018-01-01,AD052/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD052-18.PDF,,45200.00,45200.00,2018-01-01,2018-06-30,C086,https://www.sindicatura.mx/publicidad-abierta/data/facturas/39_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF
257-1-89-58,2018-01-01,AD052/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD052-18.PDF,,45250.00,45250.00,2018-01-01,2018-06-30,B86F,https://www.sindicatura.mx/publicidad-abierta/data/facturas/40_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF
258-1-89-58,2018-01-01,AD052/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD052-18.PDF,,59450.00,59450.00,2018-01-01,2018-06-30,7CCD,https://www.sindicatura.mx/publicidad-abierta/data/facturas/41_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF
259-1-90-101,2018-01-01,AD053/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD053-18.PDF,,128500.01,128500.01,2018-01-01,2018-06-30,270,https://www.sindicatura.mx/publicidad-abierta/data/facturas/42_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF
26-1-174-26,2019-03-15,AD107/19,"Servicio de proyección de pauta de calidad cinematografica dentro de las salas de cine.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_107-19.PDF,,1344000.00,1344000.00,2019-03-15,2019-06-30,"B 389",https://www.sindicatura.mx/publicidad-abierta/data/facturas/64-GRUPO_GRG_EFECTIMEDIOS_S.A._DE_C.V..PDF
260-1-90-101,2018-01-01,AD053/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD053-18.PDF,,172116.01,172116.01,2018-01-01,2018-06-30,82AB,https://www.sindicatura.mx/publicidad-abierta/data/facturas/43_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF
261-1-90-101,2018-01-01,AD053/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD053-18.PDF,,151768.00,151768.00,2018-01-01,2018-06-30,282,https://www.sindicatura.mx/publicidad-abierta/data/facturas/44_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF
262-1-91-16,2018-01-01,AD054/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD054-18.PDF,,84148.68,84148.68,2018-01-01,2018-06-30,301,https://www.sindicatura.mx/publicidad-abierta/data/facturas/45_LUIS_JAVIER_VALERO_FLORES.PDF
263-1-91-16,2018-01-01,AD054/18,"Spot de radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD054-18.PDF,,2499.90,2499.90,2018-01-01,2018-06-30,300,https://www.sindicatura.mx/publicidad-abierta/data/facturas/46_LUIS_JAVIER_VALERO_FLORES.PDF
263-1-91-16,2018-01-01,AD054/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD054-18.PDF,,48519.16,48519.16,2018-01-01,2018-06-30,300,https://www.sindicatura.mx/publicidad-abierta/data/facturas/46_LUIS_JAVIER_VALERO_FLORES.PDF
264-1-71-56,2018-01-01,AD055/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD055-18.PDF,,58590.00,58590.00,2018-01-01,2018-06-30,274,https://www.sindicatura.mx/publicidad-abierta/data/facturas/47_NUEVA_LINEA_COMUNICACION.PDF
265-1-71-56,2018-01-01,AD055/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD055-18.PDF,,68160.00,68160.00,2018-01-01,2018-06-30,277,https://www.sindicatura.mx/publicidad-abierta/data/facturas/48_NUEVA_LINEA_COMUNICACION.PDF
266-1-71-56,2018-01-01,AD055/18,"Spot en radio.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD055-18.PDF,,50720.00,50720.00,2018-01-01,2018-06-30,276,https://www.sindicatura.mx/publicidad-abierta/data/facturas/49_NUEVA_LINEA_COMUNICACION.PDF
267-1-92-64,2018-01-01,AD056/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD056-18.PDF,,65250.00,65250.00,2018-01-01,2018-06-30,001,https://www.sindicatura.mx/publicidad-abierta/data/facturas/50_VICTOR_HUGO_VALLES_RIVAS.PDF
268-1-92-64,2018-01-01,AD056/18,"Sport en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD056-18.PDF,,799.88,799.88,2018-01-01,2018-06-30,03,https://www.sindicatura.mx/publicidad-abierta/data/facturas/51_VICTOR_HUGO_VALLES_RIVAS.PDF
268-1-92-64,2018-01-01,AD056/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD056-18.PDF,,39150.00,39150.00,2018-01-01,2018-06-30,03,https://www.sindicatura.mx/publicidad-abierta/data/facturas/51_VICTOR_HUGO_VALLES_RIVAS.PDF
269-1-92-64,2018-01-01,AD056/18,"Spot de televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD056-18.PDF,,65250.00,65250.00,2018-01-01,2018-06-30,02,https://www.sindicatura.mx/publicidad-abierta/data/facturas/52_VICTOR_HUGO_VALLES_RIVAS.PDF
269-1-92-64,2018-01-01,AD056/18,"Spot en televisión.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD056-18.PDF,,29000.00,29000.00,2018-01-01,2018-06-30,02,https://www.sindicatura.mx/publicidad-abierta/data/facturas/52_VICTOR_HUGO_VALLES_RIVAS.PDF
27-1-108-69,2019-03-15,AD108/19,"Publicidad en televisa via spots de anuncios oficiales a través de la programación de televisa.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_108-19.PDF,,2226330.00,2226330.00,2019-03-15,2019-06-30,GF-33737,
270-1-183-68,2018-01-01,AD115/18,"INSERCION DE MEDIO IMPRESOS ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,84000.00,84000.00,2018-01-01,2018-06-30,"FEC - 1698",https://www.sindicatura.mx/publicidad-abierta/data/facturas/110_ROGER_SISTEMAS_EXTERIORES.PDF
270-1-183-68,2018-01-01,AD115/18,"INSERCIONES DE MEDIOS IMPRESOS ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,13999.99,13999.99,2018-01-01,2018-06-30,"FEC - 1698",https://www.sindicatura.mx/publicidad-abierta/data/facturas/110_ROGER_SISTEMAS_EXTERIORES.PDF
270-1-183-68,2018-01-01,AD115/18,"RENTA DE ESPACIOS PUBLICITARIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,106000.00,106000.00,2018-01-01,2018-06-30,"FEC - 1698",https://www.sindicatura.mx/publicidad-abierta/data/facturas/110_ROGER_SISTEMAS_EXTERIORES.PDF
271-1-183-68,2018-01-01,AD115/18,"


INSERCION DE MEDIO IMPRESOS 



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,84000.00,84000.00,2018-01-01,2018-06-30,"FEC - 1697",https://www.sindicatura.mx/publicidad-abierta/data/facturas/111_ROGER_SISTEMAS_EXTERIORES.PDF
271-1-183-68,2018-01-01,AD115/18,"


INSERCIONES DE MEDIOS IMPRESOS 


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,45000.00,45000.00,2018-01-01,2018-06-30,"FEC - 1697",https://www.sindicatura.mx/publicidad-abierta/data/facturas/111_ROGER_SISTEMAS_EXTERIORES.PDF
271-1-183-68,2018-01-01,AD115/18,"


RENTA DE ESPACIOS PUBLICITARIO 


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD115-18.PDF,,72000.00,72000.00,2018-01-01,2018-06-30,"FEC - 1697",https://www.sindicatura.mx/publicidad-abierta/data/facturas/111_ROGER_SISTEMAS_EXTERIORES.PDF
272-1-185-25,2018-01-01,AD117/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD117-18.PDF,,70407.77,70407.77,2018-01-01,2018-06-30,4F44,https://www.sindicatura.mx/publicidad-abierta/data/facturas/112_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF
273-1-185-25,2018-01-01,AD117/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD117-18.PDF,,61434.31,61434.31,2018-01-01,2018-06-30,A1D6,https://www.sindicatura.mx/publicidad-abierta/data/facturas/113_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF
274-1-186-53,2018-01-01,AD118/18,"


INSERCIONES  EDITORIALES 


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD118-18.PDF,,17400.00,17400.00,2018-01-01,2018-06-30,A-3722,https://www.sindicatura.mx/publicidad-abierta/data/facturas/114_RADIO_JUARENSE.PDF
275-1-186-53,2018-01-01,AD118/18,"INSERCIONES  EDITORIALES ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD118-18.PDF,,29999.99,29999.99,2018-01-01,2018-06-30,A-3721,https://www.sindicatura.mx/publicidad-abierta/data/facturas/115_RADIO_JUARENSE.PDF
276-1-186-53,2018-01-01,AD118/18,"


INSERCIONES  EDITORIALES 


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD118-18.PDF,,57000.00,57000.00,2018-01-01,2018-06-30,A-3720,https://www.sindicatura.mx/publicidad-abierta/data/facturas/116_RADIO_JUARENSE.PDF
277-1-187-46,2018-01-01,AD121/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD121-18.PDF,,20000.00,20000.00,2018-01-01,2018-06-30,161,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f1efcfbed5ef_116_RADIO_JUARENSE.PDF
278-1-187-46,2018-01-01,AD121/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD121-18.PDF,,20000.00,20000.00,2018-01-01,2018-06-30,162,
279-1-187-46,2018-01-01,AD121/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD121-18.PDF,,10000.00,10000.00,2018-01-01,2018-06-30,163,https://www.sindicatura.mx/publicidad-abierta/data/facturas/119_JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF
28-1-109-72,2019-03-15,AD109/19,"Spot en radio  de campañas en radio flash.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_109-19.PDF,,208034.00,208034.00,2019-03-15,2019-06-30,397,https://www.sindicatura.mx/publicidad-abierta/data/facturas/66-RADIOFLASH_DEL_NORTE_S.A._DE_C.V..PDF
280-1-188-78,2018-01-01,AD122/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD122-18.PDF,,237846.40,237846.40,2018-01-01,2018-06-30,"PRC 11285",https://www.sindicatura.mx/publicidad-abierta/data/facturas/120_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
281-1-188-78,2018-01-01,AD122/18,"SPOT EN RADIO ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD122-18.PDF,,223184.00,223184.00,2018-01-01,2018-06-30,"PRC 11284",https://www.sindicatura.mx/publicidad-abierta/data/facturas/121_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
282-1-188-78,2018-01-01,AD122/18,"






SPOT EN RADIO 






",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD122-18.PDF,,238844.00,238844.00,2018-01-01,2018-06-30,"PRC 11283",https://www.sindicatura.mx/publicidad-abierta/data/facturas/122_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
283-1-189-57,2018-01-01,AD123/18,"BANNER CON LINK A LA PAGINA DE MUNICIPIO",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD123-18.PDF,,35714.28,35714.28,2018-01-01,2018-06-30,413,https://www.sindicatura.mx/publicidad-abierta/data/facturas/123_OMNIA_COMUNICACIONES.PDF
283-1-189-57,2018-01-01,AD123/18,"


BANNER CON LINK A LA PAGINA DE MUNICIPIO


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD123-18.PDF,,10000.00,10000.00,2018-01-01,2018-06-30,413,https://www.sindicatura.mx/publicidad-abierta/data/facturas/123_OMNIA_COMUNICACIONES.PDF
284-1-189-57,2018-01-01,AD123/18,"Banner con link a la página de Municipio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD123-18.PDF,,55714.28,55714.28,2018-01-01,2018-06-30,414,https://www.sindicatura.mx/publicidad-abierta/data/facturas/124_OMNIA_COMUNICACIONES.PDF
285-1-196-26,2018-08-31,AD248/18,"


CINE SPOT


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD248-18.PDF,,466488.80,466488.80,2018-08-31,2018-09-06,"B 375",https://www.sindicatura.mx/publicidad-abierta/data/facturas/125_GRUPO_GRG_EFECTIMEDIOS.PDF
286-1-267-79,2018-10-01,AD357/18,"


Inserciones editoriales


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD357-18.PDF,,257928.89,257928.89,2018-10-01,2018-12-31,"PDCR / 53525",https://www.sindicatura.mx/publicidad-abierta/data/facturas/126_PUBLICACIONES_DEL_CHUVISCAR.PDF
287-1-267-79,2018-10-01,AD357/18,"inserciones editoriales",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD357-18.PDF,,612071.11,612071.11,2018-10-01,2018-12-31,"PDCR / 52889",https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f1f06a99c0f2_127_PUBLICACIONES_DEL_CHUVISCAR.PDF
288-1-77-44,2018-10-01,AD307/18,"


Banner  digital en la pagina entre lineas


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_307-18.PDF,,326300.00,326300.00,2018-10-01,2018-12-31,236,https://www.sindicatura.mx/publicidad-abierta/data/facturas/128_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF
289-1-77-44,2018-10-01,AD307/18,"Banner  digital en la pagina entre lineas",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_307-18.PDF,,426700.00,426700.00,2018-10-01,2018-12-31,235,https://www.sindicatura.mx/publicidad-abierta/data/facturas/129_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF
29-1-109-72,2019-03-15,AD109/19,"Spot en radio  de campañas en radio flash.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_109-19.PDF,,511560.00,511560.00,2019-03-15,2019-06-30,392,https://www.sindicatura.mx/publicidad-abierta/data/facturas/67-RADIOFLASH_DEL_NORTE_S.A._DE_C.V..PDF
290-1-203-30,2018-10-01,AD319/18,"


Banner en lapagina digital tiempo.com con link a la pagina del Municipio


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_319-18.PDF,,350399.99,350399.99,2018-10-01,2018-12-31,755,https://www.sindicatura.mx/publicidad-abierta/data/facturas/130_IMPRENTA_SIGLO_XXV.PDF
291-1-203-30,2018-10-01,AD319/18,"Banner en lapagina digital tiempo.com con link a la pagina del Municipio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_319-18.PDF,,649600.00,649600.00,2018-10-01,2018-12-31,747,https://www.sindicatura.mx/publicidad-abierta/data/facturas/131_IMPRENTA_SIGLO_XXV.PDF
292-1-239-52,2018-10-01,AD322/18,"Spot en radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_322-18.PDF,,573234.88,573234.88,2018-10-01,2018-12-31,"MYA 68950",https://www.sindicatura.mx/publicidad-abierta/data/facturas/132_MULTIMEDIOS.PDF
293-1-239-52,2018-10-01,AD322/18,"


Spot en radio


",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_322-18.PDF,,626574.00,626574.00,2018-10-01,2018-12-31,"MYA 68951",https://www.sindicatura.mx/publicidad-abierta/data/facturas/133_MULTIMEDIOS.PDF
294-1-240-15,2018-10-01,AD323/18,"Spot en radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD323-18.PDF,,324092.40,324092.40,2018-10-01,2018-12-31,"A 2142",https://www.sindicatura.mx/publicidad-abierta/data/facturas/134_RADIO_IMPULSORA_X.E.E.PDF
295-1-240-15,2018-10-01,AD323/18,"Spot en radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD323-18.PDF,,300765.80,300765.80,2018-10-01,2018-12-31,"A 2140",https://www.sindicatura.mx/publicidad-abierta/data/facturas/135_RADIO_IMPULSORA_X.E.E.PDF
296-1-245-55,2018-10-01,AD328/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_328-18.PDF,,450139.53,450139.53,2018-10-01,2018-12-31,"RL 7935",https://www.sindicatura.mx/publicidad-abierta/data/facturas/138_RADIO_LOBO.PDF
297-1-245-55,2018-10-01,AD328/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_328-18.PDF,,364238.66,364238.66,2018-10-01,2018-12-31,"RL 7960",https://www.sindicatura.mx/publicidad-abierta/data/facturas/139_RADIO_LOBO.PDF
298-1-249-78,2018-10-01,AD332/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_332-18.PDF,,292388.00,292388.00,2018-10-01,2018-12-31,"PRC 12715",https://www.sindicatura.mx/publicidad-abierta/data/facturas/140_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
298-1-249-78,2018-10-01,AD332/18,"Spot en radio",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_332-18.PDF,,33408.00,33408.00,2018-10-01,2018-12-31,"PRC 12715",https://www.sindicatura.mx/publicidad-abierta/data/facturas/140_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
299-1-249-78,2018-10-01,AD332/18,"Spot en radio ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_332-18.PDF,,373984.00,373984.00,2018-10-01,2018-12-31,"PRC 12604",https://www.sindicatura.mx/publicidad-abierta/data/facturas/141_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF
30-1-110-15,2019-03-15,AD110/19,"Spot en radio  de campañas en antena.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_110-19.PDF,,326424.00,326424.00,2019-03-15,2019-06-30,"A 2235",https://www.sindicatura.mx/publicidad-abierta/data/facturas/68-RADIO_IMPULSORA_X.E.E._S.A..PDF
300-1-257-35,2018-10-01,AD340/18,"Inserciones editoriales ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD340-18.PDF,,1774308.30,1774308.30,2018-10-01,2018-12-31,APAB000011306,https://www.sindicatura.mx/publicidad-abierta/data/facturas/142_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF
301-1-257-35,2018-10-01,AD340/18,"Insercciones editoriales ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD340-18.PDF,,445044.28,445044.28,2018-10-01,2018-12-31,AXAB000215004,https://www.sindicatura.mx/publicidad-abierta/data/facturas/143_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF
302-1-261-69,2018-10-01,AD347/18,"spot en televisión ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD347-18.PDF,,2319420.00,2319420.00,2018-10-01,2018-12-31,GF-32546,https://www.sindicatura.mx/publicidad-abierta/data/facturas/144_TELEVISORA_DE_OCCIDENTE.PDF
303-1-264-71,2018-10-01,AD353/18,"Spot en televisión ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD353-18.PDF,,482850.00,482850.00,2018-10-01,2018-12-31,61,https://www.sindicatura.mx/publicidad-abierta/data/facturas/145_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF
