#,Ejercicio,Proveedor,Contrato,Orden,Trimestre,"Número de factura",Monto,"Fecha de erogación","Archivo de factura en PDF","Archivo de factura en XML","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
125,2019,"La Ventana del Juicio.mx",AD093/19,"Sin orden de compra",abril-junio,"255,","$ 24,480.00",04.06.2019,40-ESTEBAN_SALMON_PAREDES.PDF,,,,0,,,Activo
126,2019,"SUEÑOS y REALIDADES",AD094/19,"Sin orden de compra",abril-junio,B15,"$ 10,080.00",07.06.2019,41-PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,,,0,,,Activo
127,2019,"SUEÑOS y REALIDADES",AD094/19,"Sin orden de compra",abril-junio,B14,"$ 33,600.00",30.04.2019,42-PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,,,0,,,Activo
128,2019,"""No le cambie""",AD095/19,"Sin orden de compra",abril-junio,87D8,"$ 115,304.00",02.05.2019,43-JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,,,0,,,Activo
129,2019,"""No le cambie""",AD095/19,"Sin orden de compra",abril-junio,7224,"$ 284,200.00",23.04.2019,44-JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,,,0,,,Activo
130,2019,"Multimedios, S.A. de C.V.",AD096/19,"Sin orden de compra",abril-junio,"MYA 73790","$ 819,366.00",16.05.2019,45-MULTIMEDIOS_S.A._DE_C.V..PDF,,,,0,,,Activo
131,2019,"Multimedios, S.A. de C.V.",AD096/19,"Sin orden de compra",abril-junio,"MYA 74255","$ 340,277.68",03.06.2019,46-MULTIMEDIOS_S.A._DE_C.V..PDF,,,,0,,,Activo
132,2019,"Cazonci Editores, S.A. de C.V.",AD131/19,"Sin orden de compra",abril-junio,2058,"$ 120,000.00",23.05.2019,92._CAZONCI_EDITORES_S.A._DE_C.V..PDF,,,,0,,,Activo
133,2019,"Radio América de México, S.A. de C.V.",AD133/19,"Sin orden de compra",abril-junio,8499,"$ 279,629.60",30.06.2019,5f720923177c4_G.FORMULA.PDF,,,,0,,,Activo
134,2020,www.elpuntero.com.mx,AD117/2020,"Sin orden de compra",abril-junio,D3F1,"$ 120,600.00",16.06.2020,AD117-2020_XOCHITLGOMEZ-1.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
135,2019,"Radio Lobo, S.A. de C.V.",AD236/19,"Sin orden de compra",julio-septiembre,"RL 8435","$ 499,568.96",23.10.2019,124_RADIO_LOBO.PDF,,,,0,,,Activo
136,2020,"Periodico Digital Sendero, S.A.P.I. de C.V.",AD116/2020,"Sin orden de compra",abril-junio,S2917,"$ 320,000.00",19.06.2020,AD116-2020_PERIODICODIGSENDERO.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
137,2019,"El Pueblo Familiar, S.A. de C.V.",AD203/19,"Sin orden de compra",julio-septiembre,329,"$ 30,000.00",15.11.2019,139_EL_PUEBLO_FAMILIAR.PDF,,,,0,,,Activo
138,2019,"Porlalibre, S.A. de C.V.",AD217/19,"Sin orden de compra",octubre-diciembre,-19,"$ 149,999.90",28.10.2019,141_PORLALIBRE.PDF,,,,0,,,Activo
139,2019,"Porlalibre, S.A. de C.V.",AD217/19,"Sin orden de compra",octubre-diciembre,-20,"$ 74,999.88",15.11.2019,142_PORLALIBRE.PDF,,,,0,,,Activo
140,2019,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD220/19,"Sin orden de compra",octubre-diciembre,14574,"$ 486,158.96",25.11.2019,143_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,,,0,,,Activo
141,2019,"Comercializadora Tosgon, S.A. de C.V.",AD222/19,"Sin orden de compra",octubre-diciembre,TOSCHI-870,"$ 151,171.20",19.11.2019,,,,,0,,,Activo
142,2019,"Comunicaciones Chihua, S.A. de C.V.",AD223/19,"Sin orden de compra",octubre-diciembre,CCH2987,"$ 192,707.59",15.11.2019,145_COMUNICACIONES_CHIHUA.PDF,,,,0,,,Activo
143,2019,"Comunicaciones Chihua, S.A. de C.V.",AD223/19,"Sin orden de compra",octubre-diciembre,"CCH 2921","$ 381,515.21",08.10.2019,146_COMUNICACIONES_CHIHUA.PDF,,,,0,,,Activo
144,2019,"Imagen Radio Comercial, S.A. de C.V.",AD226/19,"Sin orden de compra",octubre-diciembre,"IRCRF 297","$ 335,704.00",14.11.2019,147_IMAGEN_RADIO_COMERCIAL.PDF,,,,0,,,Activo
145,2019,"Nueva Línea Comunicación, S.C.",AD230/19,"Sin orden de compra",octubre-diciembre,332,"$ 103,998.40",28.10.2019,148_NUEVA_LINEA_COMUNICACION.PDF,,,,0,,,Activo
146,2019,"Nueva Línea Comunicación, S.C.",AD230/19,"Sin orden de compra",octubre-diciembre,337,"$ 47,423.99",21.11.2019,149_NUEVA_LINEA_COMUNICACION.PDF,,,,0,,,Activo
147,2019,"Plataforma en Difusión, S.A. de C.V.",AD232/19,"Sin orden de compra",octubre-diciembre,PD-587,"$ 60,239.30",30.10.2019,150.PDF,,,,0,,,Activo
148,2019,"Plataforma en Difusión, S.A. de C.V.",AD232/19,"Sin orden de compra",octubre-diciembre,PD-612,"$ 29,521.40",15.11.2019,151.PDF,,,,0,,,Activo
149,2019,"Radioflash del Norte, S.A. de C.V.",AD234/19,"Sin orden de compra",octubre-diciembre,"25 FCH","$ 438,480.00",17.10.2019,153_RADIO_FLASH_DEL_NORTE.PDF,,,,0,,,Activo
150,2019,"Radioflash del Norte, S.A. de C.V.",AD234/19,"Sin orden de compra",octubre-diciembre,"26 FCH","$ 207,912.00",15.11.2019,5f1862ca652de_153_RADIO_FLASH_DEL_NORTE.PDF,,,,0,,,Activo
151,2019,"Radio Impulsora X.E.E., S.A",AD235/19,"Sin orden de compra",octubre-diciembre,"A 2370","$ 293,315.28",15.09.2019,154_RADIO_IMPULSORA_X.E.E.PDF,,,,0,,,Activo
152,2019,"Radio Lobo, S.A. de C.V.",AD236/19,"Sin orden de compra",octubre-diciembre,"RL 8557","$ 171,518.08",15.12.2019,155_RADIO_LOBO.PDF,,,,0,,,Activo
153,2019,"Radio Lobo, S.A. de C.V.",AD236/19,"Sin orden de compra",octubre-diciembre,"RL 8513","$ 499,568.96",08.10.2019,156_RADIO_LOBO.PDF,,,,0,,,Activo
154,2019,"Merboca, S.A. de C.V.",AD238/19,"Sin orden de compra",octubre-diciembre,463,"$ 174,000.00",28.10.2019,157_MERBOCA.PDF,,,,0,,,Activo
155,2019,"Merboca, S.A. de C.V.",AD238/19,"Sin orden de compra",octubre-diciembre,467,"$ 58,000.00",15.11.2019,158_MERBOCA.PDF,,,,0,,,Activo
156,2019,"Radio Juarense, S.A. de C.V.",AD239/19,"Sin orden de compra",octubre-diciembre,A-4664,"$ 102,600.00",29.10.2019,159_RADIO_JUARENSE.PDF,,,,0,,,Activo
157,2019,"El Pueblo Familiar, S.A. de C.V.",AD255/19,"Sin orden de compra",octubre-diciembre,330,"$ 80,000.00",15.11.2019,160_EL_PUEBLO_FAMILIAR.PDF,,,,0,,,Activo
158,2019,"Editorial E Imagen Publica, S.A. de C.V.",AD259/19,"Sin orden de compra",octubre-diciembre,2102,"$ 163,820.00",29.10.2019,161_EDITORIAL_E_IMAGEN_PUBLICA.PDF,,,,0,,,Activo
159,2019,"Periódicos Digitales de Chihuahua, S.A. de C.V.",AD214/19,"Sin orden de compra",octubre-diciembre,A5BA,"$ 87,999.89",22.11.2019,5f187a8a6f94e_140_PERIODICOS_DIGITALES_DE_CHIHUAHUA.PDF,,,,0,,,Activo
160,2019,"""Expectativa Noticias""",AD196/19,"Sin orden de compra",julio-septiembre,"JULIO-AGOSTO 2019","$ 119,625.00",20.09.2019,163_VICTOR_HUGO_VALLES_RIVAS.PDF,,,,0,,,Activo
161,2019,www.circulorojo.com.mx,AD199/19,"Sin orden de compra",julio-septiembre,217,"$ 120,000.00",29.08.2019,164_MARIA_ANDREA_MEDINA_MONTELOGNO.PDF,,,,0,,,Activo
162,2019,www.elpuntero.com.mx,AD200/19,"Sin orden de compra",julio-septiembre,7ACE,"$ 179,599.92",21.09.2019,165_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF,,,,0,,,Activo
163,2019,www.lajiribilla.com.mx,AD204/19,"Sin orden de compra",julio-septiembre,8,"$ 110,000.00",18.09.2019,166_AURORA_MONTERDE_FERNANDEZ.PDF,,,,0,,,Activo
164,2019,elresumen.net,AD205/19,"Sin orden de compra",julio-septiembre,211,"$ 28,000.00",27.08.2019,167_JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF,,,,0,,,Activo
165,2019,alcontacto.com.mx,AD207/19,"Sin orden de compra",julio-septiembre,66B3,"$ 160,000.00",23.09.2019,168_FATIMA_ROXANA_DOZAL_VILLAGRAN.PDF,,,,0,,,Activo
166,2019,WWW.ADRIANARUIZ.COM.MX,AD208/19,"Sin orden de compra",julio-septiembre,83CF,"$ 75,000.00",28.08.2019,169_RODRIGO_MALDONADO_AGUIRRE.PDF,,,,0,,,Activo
167,2019,WWW.PAUSA.MX,AD211/19,"Sin orden de compra",julio-septiembre,7BEC,"$ 28,500.00",03.09.2019,170_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF,,,,0,,,Activo
168,2019,www.noticiaschihuahua.mx,AD213/19,"Sin orden de compra",julio-septiembre,827C,"$ 144,000.00",28.08.2019,171_SAMUEL_SINALOA_RAMOS.PDF,,,,0,,,Activo
169,2019,www.atlasenlinea.com,AD219/19,"Sin orden de compra",julio-septiembre,2E23,"$ 60,000.00",27.08.2019,172_SAUL_RAUL_GMBOA_ORTA.PDF,,,,0,,,Activo
170,2019,"Programa CONTRASTE",AD221/19,"Sin orden de compra",julio-septiembre,78,"$ 117,997.64",26.09.2019,173_ANGELICA_DELGADO_CANO.PDF,,,,0,,,Activo
171,2019,"La Ventana del Juicio.mx",AD224/19,"Sin orden de compra",julio-septiembre,258,"$ 67,200.00",28.08.2019,174_ESTEBAN_SALMON_PAREDES.PDF,,,,0,,,Activo
172,2019,"NN NUESTRAS NOTICIAS",AD225/19,"Sin orden de compra",julio-septiembre,9595,"$ 109,526.01",28.08.2019,175_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,,,,0,,,Activo
173,2019,"ASERTO RADIO",AD228/19,"Sin orden de compra",julio-septiembre,318-2,"$ 61,199.10",11.09.2019,177_LUIS_JAVIER_VALERO_FLORES.PDF,,,,0,,,Activo
174,2019,"Enconcreto, CIDECH, y FINGUACH",AD240/19,"Sin orden de compra",julio-septiembre,2411,"$ 78,300.00",20.09.2019,179_DAPHNE_ALEJANDRA_CHAVEZ_RAMOS.PDF,,,,0,,,Activo
175,2019,"Jessica Arely Medina Valerio",AD252/19,"Sin orden de compra",octubre-diciembre,3709,"$ 144,000.00",07.10.2019,5f188e3974a2f_180_JESSICA_ARELY_MEDINA_VALERIO.PDF,,,,0,,,Activo
176,2019,noticiasaldia.com.mx,AD201/19,"Sin orden de compra",julio-septiembre,28,"$ 25,800.00",13.09.2019,181_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF,,,,0,,,Activo
177,2019,"NOTICIERO CHIHUAHUA DIGITAL",AD195/19,"Sin orden de compra",julio-septiembre,0143,"$ 138,000.00",03.09.2019,182_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF,,,,0,,,Activo
178,2018,"Expreseditores, S.A. de C.V.",AD069/18,"Sin orden de compra",enero-marzo,230,"$ 30,000.00",28.03.2018,76_EXPRESEDITORES.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
179,2020,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",AD118/2020,"Sin orden de compra",abril-junio,-276,"$ 839,100.00",19.06.2020,AD118-2020-CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS_S.A._DE_C.V.-1.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
180,2018,"Expreseditores, S.A. de C.V.",AD069/18,"Sin orden de compra",enero-marzo,229,"$ 44,400.00",28.03.2018,77_EXPRESEDITORES.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
181,2018,"Radio América de México, S.A. de C.V.",AD070/18,"Sin orden de compra",enero-marzo,"AC 5000091","$ 105,892.00",28.03.2018,78_RADIO_AMERICA_DE_MEXICO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
182,2018,"Radio América de México, S.A. de C.V.",AD070/18,"Sin orden de compra",enero-marzo,"AC 5000092","$ 105,176.81",28.03.2018,79_RADIO_AMERICA_DE_MEXICO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
183,2018,"Radio América de México, S.A. de C.V.",AD070/18,"Sin orden de compra",enero-marzo,"AC 5000090","$ 78,880.00",28.03.2018,80_RADIO_AMERICA_DE_MEXICO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
184,2018,WWW.ADRIANARUIZ.COM.MX,AD071/18,"Sin orden de compra",enero-marzo,41AF,"$ 50,000.00",26.03.2018,81_RODRIGO_MALDONADO_AGUIRRE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
185,2018,WWW.ADRIANARUIZ.COM.MX,AD071/18,"Sin orden de compra",enero-marzo,04FB,"$ 25,000.00",26.03.2018,82_RODRIGO_MALDONADO_AGUIRRE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
186,2018,WWW.ADRIANARUIZ.COM.MX,AD071/18,"Sin orden de compra",enero-marzo,E75F,"$ 25,000.00",26.03.2018,83_RODRIGO_MALDONADO_AGUIRRE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
187,2018,"Imagen Radio Comercial, S.A. de C.V.",AD072/18,"Sin orden de compra",enero-marzo,1000,"$ 269,700.00",30.03.2018,84_IMAGEN_RADIO_COMERCIAL.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
188,2018,"Imagen Radio Comercial, S.A. de C.V.",AD072/18,"Sin orden de compra",enero-marzo,999,"$ 213,150.00",30.03.2018,85_IMAGEN_RADIO_COMERCIAL.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
189,2018,"Imagen Radio Comercial, S.A. de C.V.",AD072/18,"Sin orden de compra",enero-marzo,1001,"$ 267,150.00",30.03.2018,86_IMAGEN_RADIO_COMERCIAL.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
190,2018,"Multimedios, S.A. de C.V.",AD073/18,"Sin orden de compra",enero-marzo,"MYA 61592","$ 305,735.98",30.03.2018,87_MULTIMEDIOS.PDF,,24.07.2020,"Chihuahua ",2018,24.07.2020,,Activo
191,2018,"Multimedios, S.A. de C.V.",AD073/18,"Sin orden de compra",enero-marzo,"MYA 61589","$ 491,619.60",30.03.2018,88_MULTIMEDIOS.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
192,2018,"SUEÑOS y REALIDADES",AD074/18,"Sin orden de compra",enero-marzo,B11,"$ 18,000.00",04.04.2018,,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
193,2018,"Multimedios, S.A. de C.V.",AD073/18,"Sin orden de compra",enero-marzo,"MYA 61590","$ 402,453.30",30.03.2018,89_MULTIMEDIOS.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
194,2018,"SUEÑOS y REALIDADES",AD074/18,"Sin orden de compra",enero-marzo,B10,"$ 18,000.00",27.03.2018,91_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
195,2018,"SUEÑOS y REALIDADES",AD074/18,"Sin orden de compra",enero-marzo,B12,"$ 18,960.00",04.04.2018,92_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
196,2018,"Recuperadora Ambiental Del Norte S de Rl de Cv",AD075/18,"Sin orden de compra",enero-marzo,-191,"$ 112,000.00",26.03.2018,93_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
197,2018,"Recuperadora Ambiental Del Norte S de Rl de Cv",AD075/18,"Sin orden de compra",enero-marzo,-192,"$ 140,000.00",06.03.2018,94_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
198,2018,"Recuperadora Ambiental Del Norte S de Rl de Cv",AD075/18,"Sin orden de compra",enero-marzo,-193,"$ 84,000.00",26.03.2018,95_RECUPERADORA_AMBIENTAN_DEL_NORTE.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
199,2018,"Fénix Comunicaciones, S.A. de C.V.",AD076/18,"Sin orden de compra",enero-marzo,200,"$ 25,000.00",28.03.2018,96_FENIX_COMUNICACIONES.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
200,2018,"Fénix Comunicaciones, S.A. de C.V.",AD076/18,"Sin orden de compra",enero-marzo,199,"$ 50,000.00",28.03.2018,97_FENIX_COMUNICACIONES.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
201,2018,"Fénix Comunicaciones, S.A. de C.V.",AD076/18,"Sin orden de compra",enero-marzo,198,"$ 25,000.00",28.03.2018,98_FENIX_COMUNICACIONES.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
202,2018,www.circulorojo.com.mx,AD077/18,"Sin orden de compra",enero-marzo,183,"$ 63,200.00",26.03.2018,99_MARIA_ANDREA_MEDINA_MONTELONGO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
203,2018,www.circulorojo.com.mx,AD077/18,"Sin orden de compra",enero-marzo,184,"$ 47,400.00",26.03.2018,100_MARIA_ANDREA_MEDINA_MONTELONGO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
204,2018,www.circulorojo.com.mx,AD077/18,"Sin orden de compra",enero-marzo,186,"$ 63,200.00",28.03.2018,101_MARIA_ANDREA_MEDINA_MONTELONGO.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
205,2018,NOTITODO,AD078/18,"Sin orden de compra",enero-marzo,8152,"$ 14,450.00",28.03.2018,102_ALEJANDRA_JUAREZ_PADILLA.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
206,2018,NOTITODO,AD078/18,"Sin orden de compra",enero-marzo,05DF,"$ 28,900.00",26.03.2018,103_ALEJANDRA_JUAREZ_PADILLA.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
207,2018,NOTITODO,AD078/18,"Sin orden de compra",enero-marzo,EDAA,"$ 14,450.00",23.03.2018,104_ALEJANDRA_JUAREZ_PADILLA_1.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
208,2018,www.elpuntero.com.mx,AD111/18,"Sin orden de compra",enero-marzo,26,"$ 79,800.00",27.03.2018,105_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
209,2018,www.elpuntero.com.mx,AD111/18,"Sin orden de compra",enero-marzo,-25,"$ 69,800.01",27.03.2018,5f1b296aca044_106_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
210,2018,www.elpuntero.com.mx,AD111/18,"Sin orden de compra",enero-marzo,-24,"$ 49,800.01",27.03.2018,107_XOCHITL_JASMIN_GARCIA_GOMEZ.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
211,2018,"Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",AD114/18,"Sin orden de compra",enero-marzo,AXAB0000204722,"$ 2,219,352.58",28.03.2018,108_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
212,2018,"Roger Sistemas Exteriores, S. de R.L. de C.V.",AD115/18,"Sin orden de compra",enero-marzo,"FEC - 1696","$ 194,999.95",28.03.2018,109_ROGER_SISTEMAS_EXTERIORES.PDF,,24.07.2020,Chihuahua,2018,24.07.2020,,Activo
213,2018,"Imprenta Siglo XXV, S.A. de C.V.",AD010/18,"Sin orden de compra",enero-marzo,A656,"$ 116,000.00",13.02.2018,3_IMPRENTA_SIGLO_XXV.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
214,2018,"Imprenta Siglo XXV, S.A. de C.V.",AD010/18,"Sin orden de compra",enero-marzo,A660,"$ 232,000.00",19.02.2018,4_IMPRENTA_SIGLO_XXV.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
215,2018,"Unidad Corporativa de Televisión, S.A. de C.V.",AD035/18,"Sin orden de compra",enero-marzo,2,"$ 638,000.00",26.02.2018,5_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
216,2018,"Unidad Corporativa de Televisión, S.A. de C.V.",AD035/18,"Sin orden de compra",enero-marzo,01,"$ 630,750.00",26.02.2018,5f1e2d64284a1_6_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
217,2018,www.alcontacto.com.mx,AD036/18,"Sin orden de compra",enero-marzo,41CF,"$ 49,999.99",28.03.2018,7_GLORIA_IVETH_PORRAS_LOYA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
218,2018,www.alcontacto.com.mx,AD036/18,"Sin orden de compra",enero-marzo,A64E,"$ 49,999.99",28.03.2018,8_GLORIA_IVETH_PORRAS_LOYA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
219,2018,www.alcontacto.com.mx,AD036/18,"Sin orden de compra",enero-marzo,53CC,"$ 25,000.00",28.03.2018,9_GLORIA_IVETH_PORRAS_LOYA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
220,2018,WWW.PAUSA.MX,AD038/18,"Sin orden de compra",enero-marzo,DCFF,"$ 24,000.00",27.03.2018,13_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
221,2018,WWW.PAUSA.MX,AD038/18,"Sin orden de compra",enero-marzo,3899,"$ 24,000.00",27.03.2018,14_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
222,2018,WWW.PAUSA.MX,AD038/18,"Sin orden de compra",enero-marzo,66CA,"$ 12,000.00",27.03.2018,15_VALENTIN_JUAN_CARLOS_ESTRADA_LUEVANO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
223,2018,WWW.MASNOTICIAS.NET,AD039/18,"Sin orden de compra",enero-marzo,4E5E,"$ 41,664.00",29.03.2018,16_ROGELIO_GUTIERREZ_ACOSTA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
224,2018,WWW.MASNOTICIAS.NET,AD039/18,"Sin orden de compra",enero-marzo,296A,"$ 41,664.00",28.03.2018,17_ROGELIO_GUTIERREZ_ACOSTA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
225,2018,WWW.MASNOTICIAS.NET,AD039/18,"Sin orden de compra",enero-marzo,A843,"$ 41,664.00",28.03.2018,18_ROGELIO_GUTIERREZ_ACOSTA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
226,2018,"Analistas del Florido, S.A. de C.V.",AD040/18,"Sin orden de compra",enero-marzo,12,"$ 33,332.00",28.03.2018,19_ANALISTAS_DEL_FLORIDO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
227,2018,"Analistas del Florido, S.A. de C.V.",AD040/18,"Sin orden de compra",enero-marzo,13,"$ 49,998.00",28.03.2018,20_ANALISTAS_DEL_FLORIDO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
228,2018,"Analistas del Florido, S.A. de C.V.",AD040/18,"Sin orden de compra",enero-marzo,14,"$ 66,664.00",28.03.2018,21_ANALISTAS_DEL_FLORIDO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
229,2018,noticiasaldia.com.mx,AD041/18,"Sin orden de compra",abril-junio,18,"$ 25,000.00",17.04.2018,22_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
230,2018,noticiasaldia.com.mx,AD041/18,"Sin orden de compra",abril-junio,17,"$ 15,000.00",17.04.2018,23_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
231,2018,noticiasaldia.com.mx,AD041/18,"Sin orden de compra",abril-junio,19,"$ 25,000.00",17.04.2018,24_HECTOR_MANUEL_BERNAL_AMEZCUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
232,2018,"Jessica Arely Medina Valerio",AD042/18,"Sin orden de compra",enero-marzo,7B79,"$ 78,000.00",26.03.2018,25_JESSICA_ARELY_MEDINA_VALERIO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
233,2018,"Jessica Arely Medina Valerio",AD042/18,"Sin orden de compra",enero-marzo,9674,"$ 60,000.00",26.03.2018,26_JESSICA_ARELY_MEDINA_VALERIO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
234,2018,"Jessica Arely Medina Valerio",AD042/18,"Sin orden de compra",enero-marzo,1A9C,"$ 60,000.00",26.03.2018,27_JESSICA_ARELY_MEDINA_VALERIO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
235,2018,"LA PARADA DIGITAL",AD043/18,"Sin orden de compra",enero-marzo,125,"$ 41,700.00",27.03.2018,28_ALEJANDRA_JUAREZ_PADILLA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
236,2018,"LA PARADA DIGITAL",AD043/18,"Sin orden de compra",enero-marzo,127,"$ 41,600.00",28.03.2018,29_ALEJANDRA_JUAREZ_PADILLA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
237,2018,"LA PARADA DIGITAL",AD043/18,"Sin orden de compra",enero-marzo,126,"$ 41,700.00",27.03.2018,30_ALEJANDRA_JUAREZ_PADILLA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
238,2018,"La Ventana del Juicio.mx",AD049/18,"Sin orden de compra",enero-marzo,243,"$ 51,300.71",27.03.2018,31_ESTABAN_SALMON.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
239,2018,"La Ventana del Juicio.mx",AD049/18,"Sin orden de compra",enero-marzo,241,"$ 38,940.00",27.03.2018,32_ESTEBAN_SALMON.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
240,2018,"La Ventana del Juicio.mx",AD049/18,"Sin orden de compra",enero-marzo,242,"$ 48,700.75",27.03.2018,33_ESTEBAN_SALMON.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
241,2018,"Comunicación Futura, S.A. de C.V.",AD050/18,"Sin orden de compra",enero-marzo,204,"$ 47,199.87",31.03.2018,34_COMUNICACION_FUTURA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
242,2018,"Comunicación Futura, S.A. de C.V.",AD050/18,"Sin orden de compra",enero-marzo,203,"$ 99,199.72",31.03.2018,35_COMUNICACION_FUTURA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
243,2018,"Comunicación Futura, S.A. de C.V.",AD050/18,"Sin orden de compra",enero-marzo,202,"$ 52,799.78",31.03.2018,36_COMUNICACION_FUTURA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
